color_name,rus_name,hex,r,g,b,hue,sat,val,id
English Holly,Английский падуб,#022D15,2,45,21,146.51162790697674,0.955555555555556,0.176470588235294,1271
Asda Green (1999),Асда Грин (1999),#66C992,102,201,146,146.66666666666666,0.492537313432836,0.788235294117647,1272
Amazon,Амазонка,#3B7A57,59,122,87,146.66666666666669,0.516393442622951,0.47843137254902,1273
Medium sea green,Средний оттенок морской волны,#3CB371,60,179,113,146.72268907563026,0.664804469273743,0.701960784313725,1274
Bush,Куст,#0D2E1C,13,46,28,147.27272727272728,0.717391304347826,0.180392156862745,1275
Kaitoke Green,Кайтоке Грин,#004620,0,70,32,147.42857142857144,1,0.274509803921569,1276
Powder Blue,Порошково-голубой,#BCC9C2,188,201,194,147.69230769230765,0.0646766169154228,0.788235294117647,1277
County Green,Округ Грин,#01371A,1,55,26,147.77777777777777,0.981818181818182,0.215686274509804,1278
Black Bean,Черная фасоль,#081910,8,25,16,148.23529411764707,0.68,0.0980392156862745,1279
Sea Foam Green,Морская пена зеленая,#9FE2BF,159,226,191,148.65671641791045,0.29646017699115,0.886274509803922,1280
Green (pigment),Зеленый (пигмент),#00A550,0,165,80,149.0909090909091,1,0.647058823529412,1281
Como,Комо,#517C66,81,124,102,149.30232558139537,0.346774193548387,0.486274509803922,1282
Mint cream,Мятный крем,#F5FFFA,245,255,250,149.99999999999991,0.0392156862745097,1,1283
Poker Green,Покер Грин,#35654D,53,101,77,150.0,0.475247524752475,0.396078431372549,1284
Everglade,Эверглейд,#1C402E,28,64,46,150.0,0.5625,0.250980392156863,1285
Zuccini,Цуккини,#044022,4,64,34,150.0,0.9375,0.250980392156863,1286
Philippine green,филиппинский зеленый,#008543,0,133,67,150.22556390977445,1,0.52156862745098,1287
Dark spring green,Тёмно-зелёный весенний,#177245,23,114,69,150.32967032967034,0.798245614035088,0.447058823529412,1288
Cardin Green,Кардин Грин,#01361C,1,54,28,150.56603773584905,0.981481481481481,0.211764705882353,1289
Phthalo green,Фтало-зеленый,#123524,18,53,36,150.85714285714286,0.660377358490566,0.207843137254902,1290
Google Chrome green,Google Chrome зеленый,#1AA260,26,162,96,150.88235294117646,0.839506172839506,0.635294117647059,1291
Jewel,Драгоценность,#126B40,18,107,64,151.01123595505618,0.831775700934579,0.419607843137255,1292
Fun Green,Весёлый зелёный,#016D39,1,109,57,151.11111111111111,0.990825688073395,0.427450980392157,1293
Silver Tree,Серебряное дерево,#66B58F,102,181,143,151.13924050632912,0.43646408839779,0.709803921568627,1294
Vista Blue,Виста Блю,#8FD6B4,143,214,180,151.26760563380282,0.331775700934579,0.83921568627451,1295
Ocean Green,Океан Грин,#41AA78,65,170,120,151.42857142857142,0.617647058823529,0.666666666666667,1296
Eucalyptus,Эвкалипт,#278A5B,39,138,91,151.5151515151515,0.717391304347826,0.541176470588235,1297
Dartmouth green,Дартмутский зеленый,#00703C,0,112,60,152.14285714285714,1,0.43921568627451,1298
Salem,Салем,#177B4D,23,123,77,152.4,0.813008130081301,0.482352941176471,1299
Green Pea,Зеленый горошек,#1D6142,29,97,66,152.64705882352942,0.701030927835052,0.380392156862745,1300
Morning blue,Утренняя синева,#8DA399,141,163,153,152.72727272727272,0.134969325153374,0.63921568627451,1301
Spanish green,испанский зеленый,#009150,0,145,80,153.1034482758621,1,0.568627450980392,1302
Edgewater,Эджуотер,#C8E3D7,200,227,215,153.33333333333334,0.118942731277533,0.890196078431372,1303
Paris White,Париж Уайт,#CADCD4,202,220,212,153.33333333333337,0.0818181818181819,0.862745098039216,1304
Magic mint,Волшебная мята,#AAF0D1,170,240,209,153.42857142857142,0.291666666666667,0.941176470588235,1305
Salem,Салем,#097F4B,9,127,75,153.5593220338983,0.929133858267717,0.498039215686275,1306
British racing green,Британский гоночный зеленый,#004225,0,66,37,153.63636363636363,1,0.258823529411765,1307
Cadmium green,Кадмиевый зеленый,#006B3C,0,107,60,153.6448598130841,1,0.419607843137255,1308
Conch,Раковина,#C9D9D2,201,217,210,153.75,0.0737327188940092,0.850980392156863,1309
Summer Green,Летний зеленый,#96BBAB,150,187,171,154.05405405405406,0.197860962566845,0.733333333333333,1310
Skeptic,Скептик,#CAE6DA,202,230,218,154.28571428571428,0.121739130434783,0.901960784313726,1311
Corduroy,Вельвет,#606E68,96,110,104,154.28571428571428,0.127272727272727,0.431372549019608,1312
Medium aquamarine,Средний аквамарин,#66DDAA,102,221,170,154.28571428571428,0.538461538461538,0.866666666666667,1313
Apple Green,Зелёное яблоко,#E2F3EC,226,243,236,155.2941176470589,0.0699588477366255,0.952941176470588,1314
GO green,ИДИТЕ зеленым,#00AB66,0,171,102,155.78947368421055,1,0.670588235294118,1315
Bottle Green,Бутылочно-зеленый,#093624,9,54,36,156.0,0.833333333333333,0.211764705882353,1316
Shamrock green,Зеленый клевер,#009E60,0,158,96,156.45569620253164,1,0.619607843137255,1317
Pewter,Олово,#96A8A1,150,168,161,156.66666666666663,0.107142857142857,0.658823529411765,1318
Ocean green,Океан зеленый,#48BF91,72,191,145,156.80672268907563,0.62303664921466,0.749019607843137,1319
Medium spring green,Средний весенне-зеленый,#00FA9A,0,250,154,156.96,1,0.980392156862745,1320
Dark green,Темно-зеленый,#013220,1,50,32,157.9591836734694,0.98,0.196078431372549,1321
Mint,Мята,#3EB489,62,180,137,158.13559322033896,0.655555555555556,0.705882352941177,1322
Jade,Джейд,#00A86B,0,168,107,158.21428571428572,1,0.658823529411765,1323
Walmart Neighborhood Market Green (1998-2008),Зеленый районный рынок Walmart (1998-2008),#106B4A,16,107,74,158.24175824175825,0.850467289719626,0.419607843137255,1324
Green (Crayola),Зеленый (Crayola),#1CAC78,28,172,120,158.33333333333334,0.837209302325581,0.674509803921569,1325
Holly,Холли,#011D13,1,29,19,158.57142857142856,0.96551724137931,0.113725490196078,1326
Blue Smoke,Синий дым,#748881,116,136,129,159.0,0.147058823529412,0.533333333333333,1327
Sacramento State green,Сакраменто Стейт Грин,#043927,4,57,39,159.62264150943398,0.929824561403509,0.223529411764706,1328
Aquamarine,Аквамарин,#7FFFD4,127,255,212,159.84375,0.501960784313725,1,1329
Jet stream,Струйное течение,#BBD0C9,187,208,201,160.0,0.100961538461539,0.815686274509804,1330
Mineral Green,Минеральный зеленый,#3F5D53,63,93,83,160.0,0.32258064516129,0.364705882352941,1331
Green-cyan,Зелёный-голубой,#009966,0,153,102,160.0,1,0.6,1332
Sesame Street Green,Улица Сезам Грин,#00A870,0,168,112,160.0,1,0.658823529411765,1333
Green (NCS),Зеленый (NCS),#009F6B,0,159,107,160.37735849056602,1,0.623529411764706,1334
Medium jungle green,Средний оттенок зеленого джунглей,#1C352D,28,53,45,160.8,0.471698113207547,0.207843137254902,1335
Eucalyptus,Эвкалипт,#44D7A8,68,215,168,160.81632653061223,0.683720930232558,0.843137254901961,1336
Nebula,Туманность,#CBDBD6,203,219,214,161.25000000000006,0.0730593607305936,0.858823529411765,1337
Mountain Meadow,Горный луг,#30BA8F,48,186,143,161.30434782608694,0.741935483870968,0.729411764705882,1338
Burnham,Бернхэм,#002E20,0,46,32,161.7391304347826,1,0.180392156862745,1339
Swans Down,Лебеди падают,#DCF0EA,220,240,234,161.99999999999997,0.0833333333333332,0.941176470588235,1340
Dark jungle green,Темно-зеленый джунгли,#1A2421,26,36,33,162.0,0.277777777777778,0.141176470588235,1341
Pearl Aqua,Жемчужная Аква,#88D8C0,136,216,192,162.0,0.37037037037037,0.847058823529412,1342
Hooker's green,зеленый Хукера,#49796B,73,121,107,162.5,0.396694214876033,0.474509803921569,1343
Green (Munsell),Грин (Манселл),#00A877,0,168,119,162.5,1,0.658823529411765,1344
Acapulco,Акапулько,#7CB0A1,124,176,161,162.6923076923077,0.295454545454545,0.690196078431373,1345
White Ice,Белый лед,#DDF9F1,221,249,241,162.85714285714283,0.112449799196787,0.976470588235294,1346
Off Green,Не зеленый,#E6F8F3,230,248,243,163.3333333333333,0.0725806451612903,0.972549019607843,1347
Jungle green,Зеленый джунгли,#29AB87,41,171,135,163.3846153846154,0.760233918128655,0.670588235294118,1348
Spanish viridian,испанский виридиан,#007F5C,0,127,92,163.46456692913387,1,0.498039215686275,1349
Illuminating emerald,Освещающий изумруд,#319177,49,145,119,163.75000000000003,0.662068965517241,0.568627450980392,1350
Castleton green,зеленый Каслтон,#00563F,0,86,63,163.953488372093,1,0.337254901960784,1351
Aqua Spring,Аква Спринг,#EAF9F5,234,249,245,164.00000000000006,0.0602409638554217,0.976470588235294,1352
Asda Green (1985),Асда Грин (1985),#00DEA4,0,222,164,164.32432432432432,1,0.870588235294118,1353
Opal,Опал,#A8C3BC,168,195,188,164.44444444444449,0.138461538461538,0.764705882352941,1354
Stromboli,Стромболи,#325D52,50,93,82,164.6511627906977,0.462365591397849,0.364705882352941,1355
Edward,Эдвард,#A2AEAB,162,174,171,164.99999999999991,0.0689655172413793,0.682352941176471,1356
Shadow Green,Тень Зеленая,#9AC2B8,154,194,184,165.0,0.206185567010309,0.76078431372549,1357
Caribbean green,Карибский зеленый,#00CC99,0,204,153,165.0,1,0.8,1358
Gunsmoke,Дым от выстрелов,#828685,130,134,133,165.0000000000001,0.0298507462686568,0.525490196078431,1359
Deep green-cyan turquoise,Глубокий зеленовато-голубой бирюзовый,#0E7C61,14,124,97,165.27272727272725,0.887096774193548,0.486274509803922,1360
Polished Pine,Полированная сосна,#5DA493,93,164,147,165.6338028169014,0.432926829268293,0.643137254901961,1361
Cruise,Круиз,#B5ECDF,181,236,223,165.8181818181818,0.233050847457627,0.925490196078431,1362
Aqua Squeeze,Аква Сжатие,#E8F5F2,232,245,242,166.1538461538461,0.0530612244897959,0.96078431372549,1363
Zomp,Зомп,#39A78E,57,167,142,166.36363636363637,0.658682634730539,0.654901960784314,1364
Watercourse,Водоток,#056F57,5,111,87,166.41509433962264,0.954954954954955,0.435294117647059,1365
MSU green,МГУ зеленый,#18453B,24,69,59,166.66666666666669,0.652173913043478,0.270588235294118,1366
Wintergreen Dream,Мечта о зимней зелени,#56887D,86,136,125,166.79999999999998,0.367647058823529,0.533333333333333,1367
Timber Green,Зеленый лес,#16322C,22,50,44,167.14285714285714,0.56,0.196078431372549,1368
Green Sheen,Зеленый блеск,#6EAEA1,110,174,161,167.8125,0.367816091954023,0.682352941176471,1369
Aztec,ацтекский,#0D1C19,13,28,25,167.99999999999997,0.535714285714286,0.109803921568627,1370
Patina,Патина,#639A8F,99,154,143,168.00000000000003,0.357142857142857,0.603921568627451,1371
Bermuda,Бермудские острова,#7DD8C6,125,216,198,168.13186813186817,0.421296296296296,0.847058823529412,1372
Generic viridian,Общий виридиан,#007F66,0,127,102,168.18897637795274,1,0.498039215686275,1373
Tropical rain forest,Тропический дождевой лес,#00755E,0,117,94,168.20512820512823,1,0.458823529411765,1374
Sea green (Crayola),Морской зеленый (Crayola),#00FFCD,0,255,205,168.23529411764704,1,1,1375
Frosted Mint,Замороженная мята,#DBFFF8,219,255,248,168.33333333333331,0.141176470588235,1,1376
Blue-green (color wheel),Сине-зеленый (цветовой круг),#064E40,6,78,64,168.33333333333331,0.923076923076923,0.305882352941176,1377
Ice Cold,Ледяной холод,#B1F4E7,177,244,231,168.3582089552239,0.274590163934426,0.956862745098039,1378
Paolo Veronese green,Паоло Веронезе зеленый,#009B7D,0,155,125,168.38709677419357,1,0.607843137254902,1379
Te Papa Green,Те Папа Грин,#1E433C,30,67,60,168.64864864864862,0.552238805970149,0.262745098039216,1380
Mint Tulip,Мятный тюльпан,#C4F4EB,196,244,235,168.74999999999997,0.19672131147541,0.956862745098039,1381
Pale robin egg blue,Бледно-голубой цвет яйца малиновки,#96DED1,150,222,209,169.16666666666666,0.324324324324324,0.870588235294118,1382
Deep Sea,Глубокое море,#01826B,1,130,107,169.30232558139537,0.992307692307692,0.509803921568627,1383
Puerto Rico,Пуэрто-Рико,#3FC1AA,63,193,170,169.38461538461536,0.673575129533679,0.756862745098039,1384
Gossamer,Паутинка,#069B81,6,155,129,169.53020134228188,0.961290322580645,0.607843137254902,1385
Observatory,Обсерватория,#02866F,2,134,111,169.54545454545456,0.985074626865672,0.525490196078431,1386
Middle blue green,Средний сине-зеленый,#8DD9CC,141,217,204,169.73684210526318,0.350230414746544,0.850980392156863,1387
Sea Nymph,Морская нимфа,#78A39C,120,163,156,170.23255813953492,0.263803680981595,0.63921568627451,1388
Niagara,Ниагара,#06A189,6,161,137,170.70967741935485,0.962732919254658,0.631372549019608,1389
Elf Green,Эльф Грин,#088370,8,131,112,170.7317073170732,0.938931297709924,0.513725490196078,1390
Iceberg,Айсберг,#DAF4F0,218,244,240,170.76923076923077,0.10655737704918,0.956862745098039,1391
Riptide,Риптид,#8BE6D8,139,230,216,170.76923076923077,0.395652173913044,0.901960784313726,1392
Water Leaf,Водный лист,#A1E9DE,161,233,222,170.83333333333334,0.309012875536481,0.913725490196078,1393
Keppel,Кеппель,#3AB09E,58,176,158,170.84745762711864,0.670454545454546,0.690196078431373,1394
Polar,Полярный,#E5F9F6,229,249,246,171.00000000000003,0.0803212851405621,0.976470588235294,1395
Humming Bird,Колибри,#CFF9F3,207,249,243,171.4285714285714,0.168674698795181,0.976470588235294,1396
Scandal,Скандал,#CFFAF4,207,250,244,171.62790697674424,0.172,0.980392156862745,1397
Opal,Опал,#A9C6C2,169,198,194,171.72413793103448,0.146464646464646,0.776470588235294,1398
Jet Stream,Струйное течение,#B5D2CE,181,210,206,171.7241379310345,0.138095238095238,0.823529411764706,1399
Cascade,Каскад,#8BA9A5,139,169,165,172.00000000000003,0.177514792899408,0.662745098039216,1400
Monte Carlo,Монте-Карло,#83D0C6,131,208,198,172.2077922077922,0.370192307692308,0.815686274509804,1401
Gable Green,Гейбл Грин,#163531,22,53,49,172.25806451612902,0.584905660377358,0.207843137254902,1402
Cape Cod,Кейп-Код,#3C4443,60,68,67,172.50000000000003,0.117647058823529,0.266666666666667,1403
Plantation,Плантация,#27504B,39,80,75,172.6829268292683,0.5125,0.313725490196078,1404
Persian green,персидский зеленый,#00A693,0,166,147,173.13253012048193,1,0.650980392156863,1405
Downy,Пушистый,#6FD0C5,111,208,197,173.1958762886598,0.466346153846154,0.815686274509804,1406
Aquamarine,Аквамарин,#014B43,1,75,67,173.51351351351352,0.986666666666667,0.294117647058823,1407
Cutty Sark,Катти Сарк,#507672,80,118,114,173.68421052631578,0.322033898305085,0.462745098039216,1408
Evening Sea,Вечернее море,#024E46,2,78,70,173.68421052631578,0.974358974358974,0.305882352941176,1409
Turquoise,Бирюзовый,#40E0D0,64,224,208,174.0,0.714285714285714,0.87843137254902,1410
Gulf Stream,Гольфстрим,#80B3AE,128,179,174,174.11764705882354,0.284916201117318,0.701960784313725,1411
Bayside,Бэйсайд,#5FC9BF,95,201,191,174.33962264150946,0.527363184079602,0.788235294117647,1412
Celadon green,Цвет морской волны,#2F847C,47,132,124,174.35294117647058,0.643939393939394,0.517647058823529,1413
Clear Day,Ясный день,#E9FFFD,233,255,253,174.54545454545456,0.0862745098039216,1,1414
Genoa,Генуя,#15736B,21,115,107,174.89361702127658,0.817391304347826,0.450980392156863,1415
Lochinvar,Лохинвар,#2C8C84,44,140,132,175.0,0.685714285714286,0.549019607843137,1416
Pine green,Сосново-зеленый,#01796F,1,121,111,175.0,0.991735537190083,0.474509803921569,1417
Tradewind,Пассат,#5FB3AC,95,179,172,175.00000000000003,0.46927374301676,0.701960784313725,1418
Eden,Эдем,#105852,16,88,82,175.00000000000003,0.818181818181818,0.345098039215686,1419
Jagged Ice,Зубчатый лед,#C2E8E5,194,232,229,175.26315789473688,0.163793103448276,0.909803921568627,1420
Sinbad,Синдбад,#9FD7D3,159,215,211,175.71428571428572,0.26046511627907,0.843137254901961,1421
Myrtle green,Миртовый зеленый,#317873,49,120,115,175.77464788732394,0.591666666666667,0.470588235294118,1422
Spectra,Спектры,#2F5A57,47,90,87,175.81395348837208,0.477777777777778,0.352941176470588,1423
Turquoise blue,Бирюзово-голубой,#00FFEF,0,255,239,176.23529411764707,1,1,1424
Deep Teal,Глубокий бирюзовый,#003532,0,53,50,176.60377358490564,1,0.207843137254902,1425
Foam,Мыло,#D8FCFA,216,252,250,176.66666666666663,0.142857142857143,0.988235294117647,1426
Light sea green,Светло-зеленый морской волны,#20B2AA,32,178,170,176.71232876712327,0.820224719101124,0.698039215686274,1427
Aqua,Аква,#A1DAD7,161,218,215,176.84210526315792,0.261467889908257,0.854901960784314,1428
Dew,Роса,#EAFFFE,234,255,254,177.14285714285717,0.0823529411764706,1,1429
Verdigris,Ярь-медянка,#43B3AE,67,179,174,177.32142857142856,0.625698324022346,0.701960784313725,1430
Bright turquoise,Ярко-бирюзовый,#08E8DE,8,232,222,177.32142857142856,0.96551724137931,0.909803921568627,1431
Medium turquoise,Средний бирюзовый,#48D1CC,72,209,204,177.8102189781022,0.655502392344498,0.819607843137255,1432
Jade,Джейд,#427977,66,121,119,177.8181818181818,0.454545454545454,0.474509803921569,1433
Breaker Bay,Брейкер-Бэй,#5DA19F,93,161,159,178.23529411764707,0.422360248447205,0.631372549019608,1434
Tiffany Blue,Тиффани Блю,#0ABAB5,10,186,181,178.29545454545456,0.946236559139785,0.729411764705882,1435
Fluorescent blue,Флуоресцентный синий,#15F4EE,21,244,238,178.38565022421523,0.913934426229508,0.956862745098039,1436
Deep jungle green,Глубокий зеленый джунгли,#004B49,0,75,73,178.39999999999998,1,0.294117647058823,1437
Teal green,Бирюзовый зеленый,#00827F,0,130,127,178.6153846153846,1,0.509803921568627,1438
Surfie Green,Серфи Грин,#0C7A79,12,122,121,179.45454545454544,0.901639344262295,0.47843137254902,1439
Black Haze,Черная дымка,#F6F7F7,246,247,247,180.0,0.0040485829959514,0.968627450980392,1440
Black Squeeze,Черный Сжатый,#F2FAFA,242,250,250,180.0,0.032,0.980392156862745,1441
Aqua Haze,Аква дымка,#EDF5F5,237,245,245,180.0,0.0326530612244897,0.96078431372549,1442
Tiara,Тиара,#C3D1D1,195,209,209,180.0,0.0669856459330143,0.819607843137255,1443
Tranquil,Спокойный,#E6FFFF,230,255,255,180.0,0.0980392156862745,1,1444
Sirocco,Сирокко,#718080,113,128,128,180.0,0.1171875,0.501960784313725,1445
Light cyan,Светло-голубой,#E0FFFF,224,255,255,180.0,0.12156862745098,1,1446
Granny Smith,Гренни Смит,#84A0A0,132,160,160,180.0,0.175,0.627450980392157,1447
Charleston green,Чарльстон зеленый,#232B2B,35,43,43,180.0,0.186046511627907,0.168627450980392,1448
Juniper,Можжевельник,#6D9292,109,146,146,180.0,0.253424657534247,0.572549019607843,1449
Desaturated cyan,Ненасыщенный голубой,#669999,102,153,153,180.0,0.333333333333333,0.6,1450
Dark slate gray,Темно-серый сланец,#2F4F4F,47,79,79,180.0,0.405063291139241,0.309803921568627,1451
Maximum blue green,Максимум сине-зеленый,#30BFBF,48,191,191,180.0,0.74869109947644,0.749019607843137,1452
Java,Ява,#1FC2C2,31,194,194,180.0,0.84020618556701,0.76078431372549,1453
Rich black,Насыщенный черный,#004040,0,64,64,180.0,1,0.250980392156863,1454
Warm black,Теплый черный,#004242,0,66,66,180.0,1,0.258823529411765,1455
Skobeloff,Скобелов,#007474,0,116,116,180.0,1,0.454901960784314,1456
Teal,Бирюзовый,#008080,0,128,128,180.0,1,0.501960784313725,1457
Dark cyan,Темно-голубой,#008B8B,0,139,139,180.0,1,0.545098039215686,1458
Robin egg blue,Яйцо малиновки голубое,#00CCCC,0,204,204,180.0,1,0.8,1459
Elm,Вяз,#1C7C7D,28,124,125,180.6185567010309,0.776,0.490196078431372,1460
Blue Stone,Синий камень,#016162,1,97,98,180.6185567010309,0.989795918367347,0.384313725490196,1461
Sea Green,Морской зеленый,#095859,9,88,89,180.75,0.898876404494382,0.349019607843137,1462
Viridian green,Виридианово-зеленый,#009698,0,150,152,180.7894736842105,1,0.596078431372549,1463
Dark turquoise,Темно-бирюзовый,#00CED1,0,206,209,180.86124401913875,1,0.819607843137255,1464
Oracle,Оракул,#377475,55,116,117,180.96774193548384,0.52991452991453,0.458823529411765,1465
Steel Teal,Стальной бирюзовый,#5F8A8B,95,138,139,181.3636363636364,0.316546762589928,0.545098039215686,1466
Morning Glory,Утренняя Слава,#9EDEE0,158,222,224,181.81818181818184,0.294642857142857,0.87843137254902,1467
Cadet blue,Кадетский синий,#5F9EA0,95,158,160,181.84615384615384,0.40625,0.627450980392157,1468
Swamp,Болото,#001B1C,0,27,28,182.1428571428572,1,0.109803921568627,1469
Mosque,Мечеть,#036A6E,3,106,110,182.2429906542056,0.972727272727273,0.431372549019608,1470
Turquoise Surf,Бирюзовый прибой,#00C5CD,0,197,205,182.3414634146341,1,0.803921568627451,1471
Tiber,Тибр,#063537,6,53,55,182.4489795918367,0.890909090909091,0.215686274509804,1472
Bubbles,Пузыри,#E7FEFF,231,254,255,182.5,0.0941176470588235,1,1473
Electric blue,Электрический синий,#7DF9FF,125,249,255,182.7692307692308,0.509803921568627,1,1474
Blue Chill,Синий холод,#0C8990,12,137,144,183.18181818181816,0.916666666666666,0.564705882352941,1475
AuroMetalSaurus,АуроМеталЗавр,#6E7F80,110,127,128,183.3333333333333,0.140625,0.501960784313725,1476
Atoll,Атолл,#0A6F75,10,111,117,183.3644859813084,0.914529914529914,0.458823529411765,1477
Waterspout,Смерч,#A4F4F9,164,244,249,183.52941176470583,0.341365461847389,0.976470588235294,1478
Boy red,Мальчик красный,#0E9CA5,14,156,165,183.57615894039736,0.915151515151515,0.647058823529412,1479
Sea Serpent,Морской Змей,#4BC7CF,75,199,207,183.63636363636363,0.63768115942029,0.811764705882353,1480
Paradiso,Парадизо,#317D82,49,125,130,183.7037037037037,0.623076923076923,0.509803921568627,1481
Neptune,Нептун,#7CB7BB,124,183,187,183.8095238095238,0.336898395721925,0.733333333333333,1482
William,Уильям,#3A686C,58,104,108,184.8,0.462962962962963,0.423529411764706,1483
Sherpa Blue,Шерпа Блю,#004950,0,73,80,185.25000000000003,1,0.313725490196078,1484
Tower Grey,Башня Серая,#A9BDBF,169,189,191,185.45454545454544,0.115183246073298,0.749019607843137,1485
Fountain Blue,Фонтан Блю,#56B4BE,86,180,190,185.7692307692308,0.547368421052632,0.745098039215686,1486
Blue Lagoon,Голубая Лагуна,#017987,1,121,135,186.2686567164179,0.992592592592593,0.529411764705882,1487
Metallic Seaweed,Металлические водоросли,#0A7E8C,10,126,140,186.46153846153845,0.928571428571429,0.549019607843137,1488
Crystal,Кристалл,#A7D8DE,167,216,222,186.54545454545456,0.247747747747748,0.870588235294118,1489
Catskill White,Кэтскилл Уайт,#EEF6F7,238,246,247,186.66666666666663,0.0364372469635627,0.968627450980392,1490
Powder blue,Порошково-голубой,#B0E0E6,176,224,230,186.66666666666669,0.234782608695652,0.901960784313726,1491
Half Baked,Полусырой,#85C4CC,133,196,204,186.76056338028167,0.348039215686274,0.8,1492
Twilight Blue,Сумерки Синие,#EEFDFF,238,253,255,187.0588235294117,0.0666666666666666,1,1493
Gumbo,Гамбо,#7CA1A6,124,161,166,187.1428571428572,0.253012048192771,0.650980392156863,1494
Midnight green (eagle green),Полуночный зеленый (зеленый орла),#004953,0,73,83,187.22891566265056,1,0.325490196078431,1495
Spray,Спрей,#79DEEC,121,222,236,187.30434782608697,0.48728813559322,0.925490196078431,1496
Casal,Касаль,#2F6168,47,97,104,187.3684210526316,0.548076923076923,0.407843137254902,1497
Viking,Викинг,#64CCDB,100,204,219,187.563025210084,0.54337899543379,0.858823529411765,1498
Scooter,Скутер,#2EBFD4,46,191,212,187.59036144578312,0.783018867924528,0.831372549019608,1499
Ming,Мин,#36747D,54,116,125,187.60563380281693,0.568,0.490196078431372,1500
Jungle Mist,Туман джунглей,#B4CFD3,180,207,211,187.74193548387092,0.146919431279621,0.827450980392157,1501
Submarine,Подводная лодка,#BAC7C9,186,199,201,188.0,0.0746268656716418,0.788235294117647,1502
Oyster Bay,Ойстер-Бэй,#DAFAFF,218,250,255,188.1081081081081,0.145098039215686,1,1503
Hawaii blue,Гавайский синий,#00C3E3,0,195,227,188.4581497797357,1,0.890196078431372,1504
Caribbean blue,Карибский синий,#1AC1DD,26,193,221,188.6153846153846,0.882352941176471,0.866666666666667,1505
Japanese indigo,японский индиго,#264348,38,67,72,188.82352941176467,0.472222222222222,0.282352941176471,1506
Stormcloud,Грозовая туча,#4F666A,79,102,106,188.88888888888889,0.254716981132075,0.415686274509804,1507
Eastern Blue,Восточный синий,#1E9AB0,30,154,176,189.04109589041096,0.829545454545454,0.690196078431373,1508
Outer space (Crayola),Космос (Crayola),#2D383A,45,56,58,189.23076923076923,0.224137931034483,0.227450980392157,1509
Pelorous,Пелорус,#3EABBF,62,171,191,189.30232558139537,0.675392670157068,0.749019607843137,1510
Medium sky blue,Средний небесно-голубой,#80DAEB,128,218,235,189.5327102803738,0.45531914893617,0.92156862745098,1511
Blue (Munsell),Синий (Манселл),#0093AF,0,147,175,189.6,1,0.686274509803922,1512
Sky blue (Crayola),Небесно-голубой (Crayola),#76D7EA,118,215,234,189.8275862068965,0.495726495726496,0.917647058823529,1513
Middle blue,Средний синий,#7ED4E6,126,212,230,190.3846153846154,0.452173913043478,0.901960784313726,1514
Charlotte,Шарлотта,#BAEEF9,186,238,249,190.4761904761904,0.253012048192771,0.976470588235294,1515
Firefly,Светлячок,#0E2A30,14,42,48,190.58823529411765,0.708333333333333,0.188235294117647,1516
Nicole and Bri Blue,Николь и Брай Блю,#0095B6,0,149,182,190.87912087912088,1,0.713725490196078,1517
Outer space,Космическое пространство,#414A4C,65,74,76,190.90909090909085,0.144736842105263,0.298039215686275,1518
Mystic,Мистик,#E2EBED,226,235,237,190.90909090909105,0.0464135021097047,0.929411764705882,1519
Pacific blue,Тихоокеанский синий,#1CA9C9,28,169,201,191.0982658959537,0.860696517412935,0.788235294117647,1520
Moonstone,Лунный камень,#3AA8C1,58,168,193,191.11111111111111,0.699481865284974,0.756862745098039,1521
Diamond,Алмазный,#B9F2FF,185,242,255,191.1428571428572,0.274509803921569,1,1522
Blue raspberry,Голубая малина,#0CBFE9,12,191,233,191.40271493212668,0.948497854077253,0.913725490196078,1523
Blue-green,Сине-зеленый,#0D98BA,13,152,186,191.79190751445088,0.93010752688172,0.729411764705882,1524
Ball blue,Шар синий,#21ABCD,33,171,205,191.8604651162791,0.839024390243903,0.803921568627451,1525
Ziggurat,Зиккурат,#BFDBE2,191,219,226,192.0,0.154867256637168,0.886274509803922,1526
Blue Dianne,Синяя Диана,#204852,32,72,82,192.0,0.609756097560976,0.32156862745098,1527
Vivid sky blue,Яркий небесно-голубой,#00CCFF,0,204,255,192.0,1,1,1528
Mabel,Мейбл,#D9F7FF,217,247,255,192.6315789473684,0.149019607843137,1,1529
Geyser,Гейзер,#D4DFE2,212,223,226,192.8571428571428,0.0619469026548671,0.886274509803922,1530
Water,Вода,#D4F1F9,212,241,249,192.972972972973,0.14859437751004,0.976470588235294,1531
Non-photo blue,Нефото синий,#A4DDED,164,221,237,193.15068493150685,0.308016877637131,0.929411764705882,1532
Onahau,Онахау,#CDF4FF,205,244,255,193.2,0.196078431372549,1,1533
Cyan (process),Голубой (процесс),#00B7EB,0,183,235,193.27659574468083,1,0.92156862745098,1534
Crystal blue,Кристально-голубой,#68A0B0,104,160,176,193.3333333333333,0.409090909090909,0.690196078431373,1535
Teal blue,Бирюзовый,#367588,54,117,136,193.90243902439025,0.602941176470588,0.533333333333333,1536
Deep Space Sparkle,Искра Глубокого Космоса,#4A646C,74,100,108,194.1176470588235,0.314814814814815,0.423529411764706,1537
Hippie Blue,Хиппи-блю,#589AAF,88,154,175,194.48275862068965,0.497142857142857,0.686274509803922,1538
Light blue,светло-голубой,#ADD8E6,173,216,230,194.73684210526315,0.247826086956522,0.901960784313726,1539
